id,is_iceberg
5941774d,0.6932509541511536
4023181e,0.6932757496833801
b20200e4,1.048620958954416e-07
e7f018bb,0.6932362914085388
4371c8c3,0.6532641053199768
a8d9b1fd,0.15442827343940735
29e7727e,0.37486013770103455
92a51ffb,0.6932345628738403
c769ac97,6.961823237361386e-05
aee0547d,1.1812735465355217e-06
565b28ac,0.00017304644279647619
e04e9775,0.6932716369628906
8e8161d1,0.37757909297943115
4cf4d256,0.6932634711265564
139e5324,0.028286026790738106
f156976f,0.20467519760131836
68a117cc,0.20375142991542816
d9aa7a56,0.3521164357662201
9005b143,0.18282672762870789
5f6d3988,0.5849319696426392
9ad70954,0.6607382297515869
b9087b9e,0.6370851397514343
a39a1427,0.4976015090942383
82fbe8ed,0.6226965188980103
1fae4879,3.1612275961379055e-06
6dd8f13d,0.001312888227403164
bbad5958,0.4354856312274933
54527583,0.6242430210113525
be8fa29c,0.6628451347351074
81a3328f,0.6792199611663818
1a3c0ab3,1.3893533892805898e-11
4deeeb8b,0.6932686567306519
ac6d5632,0.6790090799331665
472dadb5,0.2908239960670471
96093f95,0.6932830810546875
f5b4e3df,0.6913601160049438
e01a3c92,0.18761368095874786
001680af,0.6932135224342346
8e639f33,0.6932528614997864
a2c16612,0.5454902648925781
a6d76474,5.393444553192239e-07
19c47684,0.6188008785247803
015827b6,0.350502610206604
7df7f7ce,0.019302036613225937
0bbf1a3f,0.6932641267776489
636cfbb7,0.4239187240600586
7370030a,0.693313717842102
43aa97ad,1.803397188526734e-11
ba2b5e63,0.674345076084137
dfdd335b,0.18251191079616547
e79b13dc,2.462437294070696e-07
dc32b195,0.6373080015182495
6d868590,0.6932963132858276
75fa59aa,0.5987425446510315
ffe50836,0.10356684774160385
a7bfd784,0.638809084892273
b3d569e3,0.2705046832561493
6c538c5b,0.41015109419822693
5c7c15f4,1.17705389879319e-09
0b745139,0.0048312414437532425
fd14608e,0.5975013971328735
f0bc8305,0.6647258996963501
a10ccb28,0.693259596824646
543304c7,0.6262218952178955
6c3a4078,3.1457205729168436e-09
9b73cc75,0.08559183776378632
5c6c71b1,0.6932292580604553
09ee9186,0.2706127464771271
207c35cf,0.6932849884033203
153c813e,8.854640111410905e-13
5605d58b,0.6861991882324219
642ca396,0.29587286710739136
d32d72c0,0.6932918429374695
16646a17,0.6932680606842041
384074af,0.254997581243515
69bf1e8c,0.6932650804519653
9e90a054,0.688386857509613
89dbe7f7,0.6932622790336609
dbd27d22,0.44184744358062744
a2ea1561,0.6932545900344849
d63402af,0.6125282049179077
1ac8bb92,0.6619059443473816
8beffca5,0.24144943058490753
46741f3e,0.12721282243728638
e5ee6aa7,0.00480708759278059
5ecd892b,0.6932945847511292
69892166,0.0029879710637032986
2f725a81,0.3603580594062805
810abfe4,7.222920594962545e-10
e6f973e6,0.6932783126831055
c60a5c46,0.2956661581993103
c42b9e08,0.3268754184246063
c3f00c23,1.7544738511787727e-05
5307fdb8,0.6932816505432129
3e4f005e,0.2733228802680969
4a4cc2e0,0.6932791471481323
9bdd88d1,0.0007117673521861434
0d832bed,0.44956496357917786
14a134fa,0.011042018420994282
78a41676,0.002778932685032487
0bd4658e,0.6418806314468384
4a311bb0,0.6932836771011353
f939c817,0.6462284922599792
956adc4d,0.6921921372413635
f8a119f5,0.6932424306869507
61faa1ad,0.2307724505662918
6725eb3e,0.13814254105091095
17b3a8fd,0.09679508954286575
49a88dfc,9.082279461836151e-08
2d6ec645,0.6932871341705322
0d4d77ba,0.6932752728462219
3ee672a2,0.6808217167854309
738b41fd,0.6932810544967651
f7fb320d,0.693261981010437
b42fad18,1.5964816668656567e-07
4ab8b00a,0.6932761669158936
f7870f2b,0.3159250319004059
4978666a,0.693249523639679
f1b0d6c7,0.17389535903930664
5642407f,0.4670930504798889
36d4ff92,0.6153111457824707
